ID;Prioridad_proceso;Tipo_trabajo;Capacidad_y_brecha;Actores;Relacion_otros_modulos;Criterio_aceptacion;Prueba;Dependencia
OBS-21;Media;Completar cobertura funcional;Retirar terminadas del trabajo activo. Entregada se deriva conservando notas, pero el Kanban incluye columna Entregada y no se encontró archivo automático ni historial navegable completo.;Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";Entregar una orden deja el tablero operativo libre y permite recuperar pedido, sesiones, documentos y cuenta por cobrar desde historial. Interpretar quitar como archivar, no destruir evidencia.;E2E-23: Entregar una orden deja el tablero operativo libre y permite recuperar pedido, sesiones, documentos y cuenta por cobrar desde historial. Interpretar quitar como archivar, no destruir evidencia.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-06 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-22;Alta;Completar cobertura funcional;Visibilidad financiera desde aprobación. No se genera CxC al aprobar. Cobranza exige OP completada para alta manual, por lo que tampoco hay borrador financiero visible temprano.;Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Aprobar una cotización muestra un registro en Cobranza con su estado financiero correcto; distinguir borrador visible de saldo ya exigible conforme al momento de activación acordado.";"E2E-39: Aprobar una cotización muestra un registro en Cobranza con su estado financiero correcto; distinguir borrador visible de saldo ya exigible conforme al momento de activación acordado.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-23;Media;Completar cobertura funcional;"Moneda de cobro y tipo de cambio. Conversion de pago/AR usa TC historico y esquema MXN=1; selector de moneda no reajusta automaticamente TC ni muestra equivalente. El caso USD100 x17.50=MXN1750 queda como siguiente prueba integral; las pruebas locales usan otros importes ficticios.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Un pago de USD 100 a TC 17.50 muestra MXN 1750; cambiar a MXN interpreta el monto como pesos y usa TC 1; si se ofrece convertir un monto existente, USD→MXN multiplica y MXN→USD divide, con confirmación del importe resultante.";"E2E-39: Un pago de USD 100 a TC 17.50 muestra MXN 1750; cambiar a MXN interpreta el monto como pesos y usa TC 1; si se ofrece convertir un monto existente, USD→MXN multiplica y MXN→USD divide, con confirmación del importe resultante.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-07 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-24;Alta;Completar cobertura funcional;"Cuenta destino/origen y referencias. Catálogo de cuentas existe y pago admite cuentaBancariaId en servidor, sin selector UI; gastos no tiene cuenta origen. Referencia bancaria sigue visible. No hay flujo neto por cuenta que concilie +1000−300 sin afectar B.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Cobrar 1000 en Cuenta A y pagar gasto 300 desde A produce flujo registrado neto +700 en A; Cuenta B no cambia; retirar cuenta del uso futuro conserva la lectura del historial.";"E2E-28: Cobrar 1000 en Cuenta A y pagar gasto 300 desde A produce flujo registrado neto +700 en A; Cuenta B no cambia; retirar cuenta del uso futuro conserva la lectura del historial.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-08 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-25;Media;Completar cobertura funcional;"Saldo a favor visible y aplicable. Monedero se ve en ficha de cliente y modal de cobro y puede aplicarse; falta historial accesible de origen/aplicaciones y conciliación persistida del caso 1200/1000/150 sin segundo movimiento bancario.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Cobrar 1200 sobre deuda 1000 deja deuda 0 y crédito 200; aplicar 150 a otra deuda deja crédito 50, disminuye esa deuda 150 y no altera otra vez las cuentas de caja/banco.";"E2E-40: Cobrar 1200 sobre deuda 1000 deja deuda 0 y crédito 200; aplicar 150 a otra deuda deja crédito 50, disminuye esa deuda 150 y no altera otra vez las cuentas de caja/banco.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-09 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-26;Media;Completar cobertura funcional;"Proforma o comprobante de cobro. Recibo imprime folio/cliente/método/abono/saldo, pero omite total y acumulado; vive en estado local y no tiene recuperación/reimpresión tras recargar. Falta documento histórico reproducible.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Registrar pago parcial de 400 sobre 1000 y obtener documento con total 1000, abonado 400 y pendiente 600; reabrir el documento conserva esos datos y su vínculo con la operación.";"E2E-40: Registrar pago parcial de 400 sobre 1000 y obtener documento con total 1000, abonado 400 y pendiente 600; reabrir el documento conserva esos datos y su vínculo con la operación.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-27;Media;Completar cobertura funcional;Consolidado imprimible y compartible. No se encontró consolidado imprimible/compartible de cinco órdenes del mismo cliente. No se debe confundir generación documental con envío autorizado.;Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Un cliente con cinco órdenes recibe en la previsualización exactamente esas cinco, sus saldos individuales y total conciliado; generar el archivo no significa que se haya enviado. Envío real solo tras acción autorizada del usuario.";"E2E-27: Un cliente con cinco órdenes recibe en la previsualización exactamente esas cinco, sus saldos individuales y total conciliado; generar el archivo no significa que se haya enviado. Envío real solo tras acción autorizada del usuario.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-28;Media;Completar cobertura funcional;"Gasto con cuenta y selección de orden. Gasto admite OP opcional, pero exige UUID manual y no cuenta origen; faltan selección comprensible y conciliación del flujo por cuenta.";Admin / contador con permisos financieros;"gastos; proveedores; OP; consumos; sesiones y tarifas históricas";Registrar un gasto ligado a una OP y otro general, elegir cuenta en ambos, y comprobar asociación, saldo/flujo y desglose posterior sin introducir manualmente un ID de orden.;E2E-28: Registrar un gasto ligado a una OP y otro general, elegir cuenta en ambos, y comprobar asociación, saldo/flujo y desglose posterior sin introducir manualmente un ID de orden.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-08 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-29;Alta;Completar cobertura funcional;"Rentabilidad por orden y estación. Motor calcula venta neta menos material/tiempo/gastos atribuibles; no hay desglose por estación y falta regla que evite duplicar material/mano de obra capturados además como gasto.";Admin / contador con permisos financieros;"gastos; proveedores; OP; consumos; sesiones y tarifas históricas";Venta neta 10000, material 3000, trabajo 2000 y otros costos 1000 produce costo 6000, utilidad 4000 y margen 40%. No duplicar material o mano de obra si ya están incluidos en un gasto vinculado.;E2E-41: Venta neta 10000, material 3000, trabajo 2000 y otros costos 1000 produce costo 6000, utilidad 4000 y margen 40%. No duplicar material o mano de obra si ya están incluidos en un gasto vinculado.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-11 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-30;Media;Completar cobertura funcional;Parámetros completos del cotizador. Configuración solo tiene parámetros generales y no existe motor técnico consumidor que cotice con tarifa vigente y preserve acuerdo histórico por estación.;Responsable comercial / cotizador;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"Cambiar tarifa de una estación y realizar una nueva cotización muestra el efecto esperado; cotizaciones aceptadas e históricos conservan sus valores pactados. No inventar un anexo de campos que el texto no contiene.";"E2E-41: Cambiar tarifa de una estación y realizar una nueva cotización muestra el efecto esperado; cotizaciones aceptadas e históricos conservan sus valores pactados. No inventar un anexo de campos que el texto no contiene.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
